TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
1597551185724	0.000264	-3.349350	0.139747	0.707163	0.001375	0.001332	-0.707048	1.000000	0.000000	0.000000	1	0	4913.476563	4.417122	img__0_1597551185723106900.jpg
1597551185936	0.000344	-3.794087	0.139811	0.707170	0.001210	0.001167	-0.707041	1.000000	0.000000	0.000000	0	0	4929.114258	4.453701	img__0_1597551185935142700.jpg
1597551186143	0.000425	-4.239223	0.139964	0.707172	0.000821	0.000779	-0.707040	1.000000	0.000000	0.000000	2	0	4318.105957	4.514281	img__0_1597551186142361800.jpg
1597551186358	0.000510	-4.700630	0.139919	0.707174	0.000931	0.000889	-0.707039	1.000000	0.000000	0.000000	2	0	4364.656738	4.808342	img__0_1597551186358026800.jpg
1597551186575	0.000610	-5.192124	0.139860	0.707178	0.001081	0.001038	-0.707034	1.000000	0.000000	0.000000	2	0	4347.748047	5.206034	img__0_1597551186574365400.jpg
1597551186790	0.000725	-5.723569	0.131170	0.707185	0.001960	0.001917	-0.707023	1.000000	0.000000	0.000000	2	0	4335.573730	5.266040	img__0_1597551186788917400.jpg
1597551186990	0.000867	-6.281260	0.132589	0.707195	0.001775	0.001734	-0.707014	1.000000	0.000000	0.000000	2	0	4261.793457	5.743049	img__0_1597551186989612800.jpg
1597551187207	0.001030	-6.884799	0.133317	0.707203	0.001940	0.001898	-0.707005	1.000000	0.000000	0.000000	2	0	4192.328613	6.170131	img__0_1597551187206135300.jpg
1597551187417	0.001218	-7.528764	0.133843	0.707211	0.001937	0.001897	-0.706998	1.000000	0.000000	0.000000	2	0	4135.878418	6.628998	img__0_1597551187415753300.jpg
1597551187631	0.001433	-8.209775	0.134367	0.707215	0.001496	0.001456	-0.706995	1.000000	0.000000	0.000000	2	0	4087.732666	7.187403	img__0_1597551187630114600.jpg
1597551187849	0.001680	-8.936303	0.134210	0.707233	0.002405	0.002365	-0.706972	1.000000	0.000000	0.000000	2	0	4073.638428	7.416559	img__0_1597551187847660800.jpg
1597551188075	0.001951	-9.691137	0.134817	0.707247	0.001317	0.001277	-0.706964	1.000000	0.000000	0.000000	2	0	4050.304443	7.888834	img__0_1597551188073667500.jpg
1597551188287	0.002251	-10.492045	0.134507	0.707236	0.002288	0.002248	-0.706970	1.000000	0.000000	0.000000	2	0	4057.380859	8.070918	img__0_1597551188286662000.jpg
1597551188503	0.002588	-11.317812	0.134878	0.707257	0.001567	0.001527	-0.706953	1.000000	0.000000	0.000000	2	0	4058.398682	8.605191	img__0_1597551188501770500.jpg
1597551188718	0.002961	-12.183969	0.134643	0.707264	0.002214	0.002175	-0.706942	1.000000	0.000000	0.000000	2	0	4078.567627	8.816525	img__0_1597551188717526400.jpg
1597551188913	0.003372	-13.077002	0.135065	0.707273	0.001272	0.001234	-0.706939	1.000000	0.000000	0.000000	2	0	4094.075195	9.237138	img__0_1597551188912335200.jpg
1597551189126	0.003823	-14.010068	0.134730	0.707280	0.002115	0.002077	-0.706927	1.000000	0.000000	0.000000	2	0	4131.174805	9.418425	img__0_1597551189125076200.jpg
1597551189334	0.004307	-14.966269	0.135076	0.707289	0.001321	0.001283	-0.706922	1.000000	0.000000	0.000000	2	0	4161.854492	9.874620	img__0_1597551189332699400.jpg
1597551189547	0.004832	-15.960498	0.134778	0.707297	0.002043	0.002006	-0.706910	1.000000	0.000000	0.000000	2	0	4208.762207	10.056047	img__0_1597551189546506800.jpg
1597551189757	0.005393	-16.978334	0.135119	0.707306	0.001243	0.001205	-0.706905	1.000000	0.000000	0.000000	2	0	4249.603027	10.469831	img__0_1597551189756316700.jpg
1597551189966	0.005999	-18.032684	0.134822	0.707314	0.001959	0.001922	-0.706894	1.000000	0.000000	0.000000	2	0	4304.780762	10.648678	img__0_1597551189964409500.jpg
1597551190176	0.006641	-19.109732	0.135130	0.707323	0.001226	0.001189	-0.706888	1.000000	0.000000	0.000000	2	0	4353.785645	11.051223	img__0_1597551190175530800.jpg
1597551190387	0.007332	-20.221992	0.134854	0.707331	0.001888	0.001851	-0.706877	1.000000	0.000000	0.000000	2	0	4414.626953	11.230178	img__0_1597551190386014900.jpg
1597551190568	0.008062	-21.356703	0.135138	0.707340	0.001211	0.001174	-0.706871	1.000000	0.000000	0.000000	2	0	4469.613281	11.616012	img__0_1597551190567692100.jpg
1597551190774	0.008840	-22.525425	0.134882	0.707348	0.001823	0.001788	-0.706860	1.000000	0.000000	0.000000	2	0	4534.525879	11.796860	img__0_1597551190772450900.jpg
1597551190987	0.009663	-23.716415	0.135141	0.707357	0.001204	0.001168	-0.706854	1.000000	0.000000	0.000000	2	0	4593.899414	12.167887	img__0_1597551190986191000.jpg
1597551191200	0.010537	-24.940321	0.134906	0.707366	0.001766	0.001730	-0.706844	1.000000	0.000000	0.000000	2	0	4661.594238	12.351860	img__0_1597551191199752300.jpg
1597551191405	0.011458	-26.186459	0.135141	0.707375	0.001204	0.001168	-0.706837	1.000000	0.000000	0.000000	2	0	4724.134766	12.708894	img__0_1597551191404127200.jpg
1597551191610	0.012432	-27.464506	0.134928	0.707383	0.001713	0.001678	-0.706826	1.000000	0.000000	0.000000	2	0	4793.638672	12.897012	img__0_1597551191608906800.jpg
1597551191819	0.013457	-28.764814	0.135138	0.707392	0.001209	0.001174	-0.706819	1.000000	0.000000	0.000000	2	0	4858.419922	13.240638	img__0_1597551191818433800.jpg
1597551192034	0.014539	-30.096107	0.134948	0.707401	0.001666	0.001631	-0.706808	1.000000	0.000000	0.000000	0	0	4957.466797	13.287904	img__0_1597551192032904000.jpg
1597551192226	0.015645	-31.426126	0.135415	0.707405	0.000509	0.000473	-0.706808	1.000000	0.000000	0.000000	0	0	4787.928711	13.393857	img__0_1597551192225837700.jpg
1597551192442	0.016775	-32.763699	0.135154	0.707407	0.001143	0.001108	-0.706805	1.000000	0.000000	0.000000	3	0	4333.083496	13.465533	img__0_1597551192440919600.jpg
1597551192652	0.017932	-34.121971	0.135278	0.707414	0.000851	0.000814	-0.706799	1.000000	0.000000	0.000000	3	0	4261.119141	13.827611	img__0_1597551192651257300.jpg
1597551192860	0.019148	-35.513130	0.135045	0.707423	0.001424	0.001388	-0.706788	1.000000	0.000000	0.000000	3	0	4210.628418	14.048301	img__0_1597551192859405100.jpg
1597551193068	0.020417	-36.928604	0.135167	0.707433	0.001130	0.001094	-0.706779	1.000000	0.000000	0.000000	3	0	4168.774902	14.378989	img__0_1597551193067531700.jpg
1597551193267	0.021750	-38.374260	0.135009	0.707442	0.001515	0.001481	-0.706768	1.000000	0.000000	0.000000	3	0	4143.730957	14.591471	img__0_1597551193266101600.jpg
1597551193470	0.023147	-39.843136	0.135132	0.707452	0.001217	0.001183	-0.706760	1.000000	0.000000	0.000000	3	0	4125.594727	14.895513	img__0_1597551193469306400.jpg
1597551193672	0.024607	-41.340076	0.135016	0.707460	0.001498	0.001465	-0.706750	1.000000	0.000000	0.000000	3	0	4120.166016	15.102964	img__0_1597551193670139700.jpg
1597551193864	0.026128	-42.859398	0.135125	0.707470	0.001234	0.001201	-0.706741	1.000000	0.000000	0.000000	3	0	4119.820801	15.384715	img__0_1597551193863224100.jpg
1597551194078	0.027715	-44.405045	0.135038	0.707478	0.001444	0.001412	-0.706732	1.000000	0.000000	0.000000	3	0	4128.797363	15.589941	img__0_1597551194077583200.jpg
1597551194285	0.029363	-45.972523	0.135127	0.707488	0.001228	0.001196	-0.706723	1.000000	0.000000	0.000000	3	0	4141.365234	15.853150	img__0_1597551194283958900.jpg
1597551194502	0.031079	-47.564899	0.135063	0.707496	0.001382	0.001351	-0.706714	1.000000	0.000000	0.000000	3	0	4160.595215	16.058210	img__0_1597551194501717900.jpg
1597551194710	0.032856	-49.178768	0.135130	0.707506	0.001218	0.001186	-0.706706	1.000000	0.000000	0.000000	3	0	4182.318359	16.306051	img__0_1597551194708788600.jpg
1597551194922	0.034700	-50.816387	0.135085	0.707514	0.001326	0.001294	-0.706697	1.000000	0.000000	0.000000	3	0	4208.681641	16.512150	img__0_1597551194921784300.jpg
1597551195130	0.036606	-52.475300	0.135133	0.707523	0.001209	0.001178	-0.706688	1.000000	0.000000	0.000000	3	0	4236.785156	16.747404	img__0_1597551195128885500.jpg
1597551195338	0.038582	-54.157040	0.135104	0.707532	0.001278	0.001247	-0.706679	1.000000	0.000000	0.000000	3	0	4268.024414	16.954931	img__0_1597551195337692600.jpg
1597551195533	0.040623	-55.859959	0.135136	0.707540	0.001203	0.001172	-0.706671	1.000000	0.000000	0.000000	3	0	4300.505859	17.180164	img__0_1597551195531877700.jpg
1597551195751	0.042737	-57.584953	0.135119	0.707549	0.001241	0.001210	-0.706662	1.000000	0.000000	0.000000	3	0	4335.031250	17.388788	img__0_1597551195750610400.jpg
1597551195967	0.044915	-59.331043	0.135138	0.707558	0.001197	0.001166	-0.706654	1.000000	0.000000	0.000000	3	0	4370.463867	17.606468	img__0_1597551195966336200.jpg
1597551196185	0.047166	-61.098660	0.135131	0.707567	0.001213	0.001182	-0.706645	1.000000	0.000000	0.000000	3	0	4407.174316	17.815359	img__0_1597551196183877600.jpg
1597551196404	0.049482	-62.887249	0.135140	0.707575	0.001190	0.001159	-0.706636	1.000000	0.000000	0.000000	3	0	4444.544434	18.027714	img__0_1597551196402843400.jpg
1597551196613	0.051875	-64.696953	0.135138	0.707584	0.001194	0.001163	-0.706627	1.000000	0.000000	0.000000	3	0	4482.682129	18.235922	img__0_1597551196611336000.jpg
1597551196825	0.054338	-66.527489	0.135143	0.707593	0.001182	0.001152	-0.706618	1.000000	0.000000	0.000000	3	0	4521.279785	18.444704	img__0_1597551196823932400.jpg
1597551197046	0.056877	-68.378845	0.135144	0.707602	0.001180	0.001151	-0.706609	1.000000	0.000000	0.000000	3	0	4560.319336	18.651545	img__0_1597551197044788500.jpg
1597551197265	0.059490	-70.250870	0.135146	0.707611	0.001174	0.001145	-0.706600	1.000000	0.000000	0.000000	3	0	4599.652344	18.857859	img__0_1597551197263583300.jpg
1597551197486	0.062180	-72.143478	0.135147	0.707620	0.001171	0.001142	-0.706591	1.000000	0.000000	0.000000	3	0	4639.225098	19.063044	img__0_1597551197485165700.jpg
1597551197700	0.064949	-74.056587	0.135149	0.707629	0.001167	0.001138	-0.706582	1.000000	0.000000	0.000000	3	0	4678.957520	19.267447	img__0_1597551197699088300.jpg
1597551197921	0.067791	-75.990097	0.135150	0.707638	0.001164	0.001135	-0.706573	1.000000	0.000000	0.000000	3	0	4718.801270	19.470974	img__0_1597551197920431000.jpg
1597551198141	0.070715	-77.943947	0.135151	0.707647	0.001161	0.001132	-0.706564	1.000000	0.000000	0.000000	3	0	4758.705566	19.673710	img__0_1597551198140147800.jpg
1597551198338	0.073718	-79.918037	0.135153	0.707656	0.001158	0.001129	-0.706555	1.000000	0.000000	0.000000	3	0	4798.634766	19.875658	img__0_1597551198337545400.jpg
1597551198564	0.076807	-81.912300	0.135154	0.707666	0.001155	0.001127	-0.706545	1.000000	0.000000	0.000000	3	0	4838.556641	20.076855	img__0_1597551198563169500.jpg
1597551198779	0.079976	-83.926659	0.135154	0.707675	0.001152	0.001124	-0.706536	1.000000	0.000000	0.000000	3	0	4878.442383	20.277313	img__0_1597551198778452400.jpg
1597551199007	0.083225	-85.958046	0.135243	0.707684	0.000930	0.000902	-0.706528	1.000000	0.000000	0.000000	0	0	4895.289063	20.323803	img__0_1597551199006129000.jpg
1597551199226	0.086519	-87.988808	0.135357	0.707687	0.000641	0.000612	-0.706525	1.000000	0.000000	0.000000	4	0	4285.399414	20.292608	img__0_1597551199225114900.jpg
1597551199435	0.089851	-90.026276	0.135305	0.707691	0.000771	0.000741	-0.706521	1.000000	0.000000	0.000000	4	0	4140.383789	20.529917	img__0_1597551199434103800.jpg
1597551199652	0.093252	-92.087135	0.135231	0.707700	0.000958	0.000927	-0.706512	1.000000	0.000000	0.000000	4	0	4029.764160	20.752829	img__0_1597551199648194100.jpg
1597551199862	0.096733	-94.169655	0.135199	0.707709	0.001041	0.001010	-0.706502	1.000000	0.000000	0.000000	4	0	3944.337891	20.962969	img__0_1597551199861629800.jpg
1597551200075	0.100298	-96.272713	0.135183	0.707719	0.001080	0.001050	-0.706492	1.000000	0.000000	0.000000	4	0	3880.259521	21.161699	img__0_1597551200073970400.jpg
1597551200271	0.103955	-98.395264	0.135180	0.707729	0.001089	0.001060	-0.706483	1.000000	0.000000	0.000000	4	0	3833.814209	21.351048	img__0_1597551200270230300.jpg
1597551200489	0.107703	-100.536446	0.135182	0.707739	0.001082	0.001055	-0.706473	1.000000	0.000000	0.000000	4	0	3801.713135	21.532663	img__0_1597551200488331900.jpg
1597551200700	0.111538	-102.695557	0.135188	0.707748	0.001067	0.001040	-0.706464	1.000000	0.000000	0.000000	4	0	3781.124023	21.707994	img__0_1597551200699284000.jpg
1597551200906	0.115459	-104.872009	0.135195	0.707757	0.001049	0.001022	-0.706455	1.000000	0.000000	0.000000	4	0	3769.680664	21.878248	img__0_1597551200905638600.jpg
1597551201114	0.119470	-107.065346	0.135203	0.707765	0.001030	0.001004	-0.706446	1.000000	0.000000	0.000000	4	0	3765.441406	22.044403	img__0_1597551201112468800.jpg
1597551201320	0.123560	-109.275192	0.135210	0.707774	0.001012	0.000986	-0.706438	1.000000	0.000000	0.000000	4	0	3766.841797	22.207260	img__0_1597551201318649000.jpg
1597551201524	0.127739	-111.501228	0.135216	0.707783	0.000996	0.000970	-0.706429	1.000000	0.000000	0.000000	4	0	3772.634521	22.367453	img__0_1597551201523738700.jpg
1597551201726	0.132000	-113.743210	0.135221	0.707791	0.000983	0.000956	-0.706420	1.000000	0.000000	0.000000	4	0	3781.833984	22.525482	img__0_1597551201725739600.jpg
1597551201932	0.136345	-116.000938	0.135226	0.707800	0.000971	0.000944	-0.706412	1.000000	0.000000	0.000000	4	0	3793.667725	22.681740	img__0_1597551201930784800.jpg
1597551202120	0.140776	-118.274246	0.135230	0.707808	0.000961	0.000934	-0.706403	1.000000	0.000000	0.000000	4	0	3807.531006	22.836533	img__0_1597551202119677400.jpg
1597551202320	0.145291	-120.562988	0.135234	0.707817	0.000952	0.000926	-0.706395	1.000000	0.000000	0.000000	4	0	3822.954102	22.990099	img__0_1597551202318835200.jpg
1597551202509	0.156440	-122.866776	0.135243	0.709667	0.000603	0.001232	-0.704536	1.000000	0.500000	0.000000	4	0	3848.067627	23.129351	img__0_1597551202508502500.jpg
1597551202716	0.208669	-125.182602	0.135269	0.720469	-0.001173	0.002809	-0.693481	1.000000	0.500000	0.000000	4	0	3890.448975	23.224716	img__0_1597551202715164300.jpg
1597551202935	0.340598	-127.503395	0.135290	0.740955	-0.004519	0.005616	-0.671516	1.000000	0.500000	0.000000	4	0	3937.041016	23.273205	img__0_1597551202934086000.jpg
1597551203146	0.577690	-129.820297	0.135299	0.765516	-0.008718	0.008746	-0.643298	1.000000	0.500000	0.000000	4	0	3985.763428	23.264168	img__0_1597551203145048200.jpg
1597551203356	0.939370	-132.120895	0.135315	0.790722	-0.013226	0.011564	-0.611924	1.000000	0.500000	0.000000	4	0	4037.389648	23.199955	img__0_1597551203354581200.jpg
1597551203549	1.437734	-134.391190	0.135340	0.815032	-0.017579	0.013723	-0.578986	1.000000	0.000000	0.000000	4	0	4086.414307	23.107325	img__0_1597551203548301700.jpg
1597551203765	2.068523	-136.625488	0.135345	0.834804	-0.020581	0.014923	-0.549960	1.000000	0.000000	0.000000	4	0	4104.683105	23.104301	img__0_1597551203764040100.jpg
1597551203951	2.819546	-138.824890	0.135340	0.846420	-0.022006	0.015261	-0.531842	1.000000	0.000000	0.000000	4	0	4117.504883	23.175310	img__0_1597551203950473200.jpg
1597551204164	3.687021	-140.985046	0.135348	0.853421	-0.022435	0.015102	-0.520520	1.000000	0.500000	0.000000	4	0	4137.423828	23.260000	img__0_1597551204162322700.jpg
1597551204366	4.667869	-143.099487	0.135375	0.861651	-0.022475	0.014496	-0.506795	1.000000	0.500000	0.000000	4	0	4165.046387	23.307177	img__0_1597551204365418100.jpg
1597551204569	5.759773	-145.160965	0.135397	0.874162	-0.022550	0.013633	-0.484920	1.000000	0.500000	0.000000	4	0	4188.665527	23.331512	img__0_1597551204567967200.jpg
1597551204763	6.961748	-147.162888	0.135399	0.889372	-0.022917	0.012800	-0.456429	1.000000	0.000000	0.000000	4	0	4204.012207	23.344429	img__0_1597551204762150600.jpg
1597551204962	8.265866	-149.107208	0.135376	0.902429	-0.022732	0.012035	-0.430070	1.000000	0.500000	0.000000	4	0	4189.338379	23.424137	img__0_1597551204961111100.jpg
1597551205167	9.664474	-150.994827	0.135345	0.911106	-0.022430	0.011340	-0.411404	1.000000	0.500000	0.000000	4	0	4197.482910	23.488342	img__0_1597551205165589500.jpg
1597551205369	11.163609	-152.807587	0.135361	0.920609	-0.022947	0.010809	-0.389660	1.000000	0.500000	0.000000	4	0	4221.541016	23.506073	img__0_1597551205368317400.jpg
1597551205570	12.761147	-154.535263	0.135381	0.932089	-0.023851	0.010258	-0.361298	1.000000	0.500000	0.000000	4	0	4243.969238	23.500107	img__0_1597551205569232600.jpg
1597551205766	14.454502	-156.168854	0.135390	0.944138	-0.025042	0.009670	-0.328455	1.000000	0.500000	0.000000	4	0	4266.225586	23.464132	img__0_1597551205765460500.jpg
1597551205954	16.241379	-157.695801	0.135396	0.955704	-0.026583	0.009069	-0.292987	1.000000	0.500000	0.000000	4	0	4290.426270	23.396563	img__0_1597551205953274000.jpg
1597551206156	18.117180	-159.103485	0.135404	0.966176	-0.028349	0.008406	-0.256182	1.000000	0.500000	0.000000	4	0	4316.567871	23.302198	img__0_1597551206154787300.jpg
1597551206342	20.074951	-160.381973	0.135407	0.975156	-0.030040	0.007671	-0.219337	1.000000	0.000000	0.000000	4	0	4331.888672	23.231298	img__0_1597551206341490800.jpg
1597551206550	22.104639	-161.541992	0.135386	0.981067	-0.030348	0.007005	-0.191148	1.000000	0.000000	0.000000	4	0	4318.551270	23.273529	img__0_1597551206549436800.jpg
1597551206758	24.198486	-162.590179	0.135358	0.984138	-0.029689	0.006481	-0.174785	1.000000	0.000000	0.000000	4	0	4303.101074	23.381691	img__0_1597551206757313600.jpg
1597551206955	26.348564	-163.533615	0.135348	0.985876	-0.028208	0.005955	-0.164978	1.000000	0.500000	0.000000	4	0	4295.155273	23.495047	img__0_1597551206954463600.jpg
1597551207159	28.547689	-164.373291	0.135358	0.988196	-0.026576	0.005196	-0.150785	1.000000	0.500000	0.000000	4	0	4298.916504	23.565928	img__0_1597551207158096000.jpg
1597551207364	30.789894	-165.104843	0.135369	0.991706	-0.025441	0.004259	-0.125913	1.000000	0.500000	0.000000	4	0	4303.178223	23.609709	img__0_1597551207362479000.jpg
1597551207548	33.070705	-165.721710	0.135367	0.995321	-0.025139	0.003325	-0.093239	1.000000	0.000000	0.000000	4	0	4303.815918	23.634295	img__0_1597551207547087800.jpg
1597551207746	35.385941	-166.228760	0.135345	0.997679	-0.024704	0.002698	-0.063389	1.000000	0.000000	0.000000	4	0	4275.032715	23.724226	img__0_1597551207744725700.jpg
1597551207940	37.731335	-166.641541	0.135314	0.998617	-0.023649	0.002340	-0.046906	1.000000	0.500000	0.000000	4	0	4254.941895	23.847866	img__0_1597551207939867800.jpg
1597551208149	40.101624	-166.955276	0.135311	0.999144	-0.022802	0.001995	-0.034460	1.000000	0.000000	0.000000	4	0	4249.098633	23.965672	img__0_1597551208148743600.jpg
1597551208349	42.493679	-167.188751	0.135308	0.999474	-0.020812	0.001809	-0.024813	1.000000	0.500000	0.000000	4	0	4226.810059	24.119364	img__0_1597551208348316900.jpg
1597551208553	44.904842	-167.353058	0.135295	0.999702	-0.018658	0.001548	-0.015687	1.000000	0.000000	0.000000	4	0	4218.833496	24.256784	img__0_1597551208551628900.jpg
1597551208742	47.333935	-167.461716	0.135281	0.999844	-0.015994	0.001435	-0.007396	1.000000	0.000000	0.000000	4	0	4197.875000	24.418423	img__0_1597551208740869800.jpg
1597551208948	49.780472	-167.532944	0.135261	0.999905	-0.013085	0.001394	-0.004052	1.000000	0.500000	0.000000	4	0	4185.784180	24.577257	img__0_1597551208946159600.jpg
1597551209151	52.242432	-167.562378	0.135256	0.999933	-0.011180	0.001259	0.002718	1.000000	0.000000	0.000000	4	0	4187.673828	24.719339	img__0_1597551209150287100.jpg
1597551209351	54.719658	-167.556854	0.135250	0.999901	-0.009442	0.001225	0.010336	1.000000	0.500000	0.000000	4	0	4182.897461	24.872379	img__0_1597551209349534000.jpg
1597551209548	57.211342	-167.516479	0.135249	0.999814	-0.008436	0.001171	0.017307	1.000000	0.000000	0.000000	4	0	4185.214844	25.020073	img__0_1597551209547346300.jpg
1597551209753	59.717686	-167.450012	0.135248	0.999753	-0.007312	0.001165	0.020934	1.000000	0.000000	0.000000	4	0	4187.204102	25.172432	img__0_1597551209752616500.jpg
1597551209954	62.238552	-167.362808	0.135248	0.999731	-0.006149	0.001182	0.022309	1.000000	0.000000	0.000000	4	0	4192.403320	25.323954	img__0_1597551209953150200.jpg
1597551210156	64.774010	-167.263412	0.135248	0.999745	-0.004748	0.001209	0.022041	1.000000	0.000000	0.000000	4	0	4200.562988	25.473589	img__0_1597551210155251300.jpg
1597551210355	67.324211	-167.159134	0.135244	0.999776	-0.003336	0.001241	0.020881	1.000000	0.000000	0.000000	4	0	4210.372070	25.622343	img__0_1597551210354099500.jpg
1597551210540	69.889137	-167.052887	0.135242	0.999790	-0.002104	0.001262	0.020342	1.000000	0.000000	0.000000	4	0	4222.082520	25.769650	img__0_1597551210539886900.jpg
1597551210748	72.468788	-166.948349	0.135243	0.999810	-0.001038	0.001273	0.019438	1.000000	-0.500000	0.000000	4	0	4239.212891	25.910095	img__0_1597551210747123300.jpg
1597551210954	75.063019	-166.856522	0.135242	0.999886	0.000176	0.001287	0.015038	1.000000	0.000000	0.000000	4	0	4253.431641	26.055290	img__0_1597551210949534300.jpg
1597551211150	77.671959	-166.770950	0.135241	0.999912	0.000892	0.001295	0.013145	1.000000	0.000000	0.000000	4	0	4268.434082	26.199293	img__0_1597551211149313900.jpg
1597551211354	80.295525	-166.693420	0.135242	0.999921	0.001313	0.001296	0.012410	1.000000	0.000000	0.000000	4	0	4284.312500	26.342724	img__0_1597551211353458400.jpg
1597551211535	82.933418	-166.627792	0.135247	0.999951	0.001830	0.001274	0.009692	1.000000	0.000000	0.000000	4	0	4305.090820	26.479626	img__0_1597551211534616100.jpg
1597551211739	85.585587	-166.574249	0.135245	0.999977	0.002080	0.001280	0.006361	1.000000	0.000000	0.000000	4	0	4321.268066	26.621494	img__0_1597551211737856800.jpg
1597551211950	88.252090	-166.530472	0.135244	0.999985	0.002176	0.001276	0.004960	1.000000	0.000000	0.000000	4	0	4338.113770	26.763021	img__0_1597551211949605700.jpg
1597551212151	90.932808	-166.496719	0.135247	0.999990	0.002216	0.001266	0.003780	1.000000	-0.500000	0.000000	4	0	4359.650391	26.897751	img__0_1597551212150492500.jpg
1597551212338	93.627228	-166.480743	0.135248	0.999996	0.002532	0.001251	-0.000641	1.000000	0.000000	0.000000	4	0	4376.591309	27.038525	img__0_1597551212337330600.jpg
1597551212524	96.335762	-166.474258	0.135247	0.999993	0.002529	0.001250	-0.002574	1.000000	0.000000	0.000000	4	0	4393.729492	27.178474	img__0_1597551212523036200.jpg
1597551212716	99.058258	-166.477921	0.135247	0.999991	0.002415	0.001249	-0.003335	1.000000	0.000000	0.000000	4	0	4411.154297	27.318222	img__0_1597551212715413900.jpg
1597551212920	101.794708	-166.488724	0.135248	0.999991	0.002115	0.001249	-0.003574	1.000000	0.000000	0.000000	4	0	4428.727051	27.457602	img__0_1597551212919116600.jpg
1597551213109	104.545036	-166.503860	0.135250	0.999991	0.001692	0.001249	-0.003605	1.000000	0.000000	0.000000	4	0	4446.459961	27.596498	img__0_1597551213108588700.jpg
